,Name,Co-bps,Original Decoding,New Decoding,Smooth Decoding,val lt-co-bps,Filered Trials Decoding
114,giddy-sweep-118,0.0741648040833773,0.0282390918528525,0.043948318630603300,0.07881684198698500,0.09723660453855130,0.02607618834338960
115,lunar-sweep-119,-0.0516137670950159,0.0434754041631278,0.05626135475977950,0.16928550300301800,-0.025598131543336500,0.047124903259592500
116,rural-sweep-120,0.102538539443928,0.487548332908625,0.5161870990626400,0.6081735292355880,0.1424062139524850,0.5082542516169970
117,smooth-sweep-121,0.132377292892481,0.502021727130062,0.5307798986133310,0.6003916020977840,0.1754099211292030,0.5415745383632430
118,dazzling-sweep-122,0.113703599393363,0.338879617889592,0.3751405961570750,0.4867292345760300,0.14815846393131500,0.33352666258933200
119,sparkling-sweep-123,0.120099806161602,0.504976649098025,0.5553658246727900,0.6349966257430000,0.1551605225828800,0.5296378806659610
120,wild-sweep-124,0.0863340599822847,0.414749684681268,0.4555233538051570,0.558708832852067,0.13206064058549500,0.4260640731068650
121,stilted-sweep-125,-0.235579728364402,0.0272795837234463,0.0431636627341806,0.14888302600078600,-0.2431298957242680,0.041836765850816200
122,devoted-sweep-126,0.136972078133173,0.477537553962611,0.5335663272396330,0.6023611096507350,0.17424894149563800,0.5433387344769010
123,light-sweep-127,0.100921214595214,0.193595098058787,0.2267123415288430,0.43856162177776200,0.13152524784444400,0.19634929245421900
124,skilled-sweep-128,-0.127142613952507,0.129233196694548,0.06679253863480970,0.14368625769563400,-0.09520729524969560,0.1195472074182790
125,worthy-sweep-129,0.0812527949413381,0.165539450245672,0.18821119988196100,0.38793303231829600,0.09104503562700800,0.16699741029031500
126,treasured-sweep-130,-0.134191000430649,0.238496773639994,0.11353326755437100,0.37017005962453500,-0.09792727611550060,0.23061941155935000
127,vague-sweep-131,0.122074736686038,0.507533081511409,0.5425190764331090,0.6170200452435730,0.15181563200625000,0.5157420037196880
128,wandering-sweep-132,0.11963675362307,0.482810380163455,0.5288573295285460,0.6067767591209230,0.15603297982179200,0.5090988737699250
129,woven-sweep-133,0.116987898332312,0.312609192007716,0.3500089874177340,0.4704336515417610,0.15886348103860800,0.31807140657796400
130,eager-sweep-134,0.135098122922624,0.389467671055056,0.4253135166914030,0.5994084122511990,0.21496844607391800,0.4436626935075240
131,restful-sweep-135,0.107538354576318,0.245123964097743,0.2773567623399420,0.453139529566528,0.14216451383452800,0.24705679487488500
132,flowing-sweep-136,0.0268758014055119,0.015547457738679,0.03858342050909000,0.07792183686758850,0.03160033949459310,0.03247482065967480
133,exalted-sweep-137,0.115464852223018,0.463657091570761,0.502327860318572,0.6083814840593170,0.1554394032001700,0.4983251578440030
134,fresh-sweep-138,0.0896713618244461,0.148736315987483,0.17121377059173000,0.42728890044675800,0.1004633967786180,0.1544164518663150
135,dulcet-sweep-139,0.121772358939074,0.39160205176137,0.4261551243889980,0.5835801136820380,0.1564967525376750,0.41228150371493100
136,pleasant-sweep-140,-0.0922298456066332,0.0789584676955783,0.09647251711953010,0.3294315026247800,-0.09854907938969510,0.08970290222175650
137,legendary-sweep-141,-0.0492471944533604,0.0019159241564404,0.006701115375527810,0.008651112955661680,-0.05264163753127100,0.007264551738503760
138,fancy-sweep-142,0.127846667929476,0.379220200776076,0.41245749641718600,0.6043133242371120,0.1711643466610880,0.403918296233092
139,silver-sweep-143,0.101539911432778,0.416874725089933,0.45600664245505900,0.5842273463599590,0.15014611042299900,0.459842765778138
140,fast-sweep-144,0.0750663532625737,0.0362578800234853,0.05775711787605190,0.11640519015584300,0.1002829869778630,0.046955482388739600
141,logical-sweep-145,0.0433726137524175,0.0725959543724455,0.08757813329614940,0.357862476332481,0.06376739944498400,0.08354528887826400
142,atomic-sweep-146,0.093939772363921,0.481250204223138,0.5180082621088420,0.5906364115809480,0.1225289966115450,0.5017916761017850
143,quiet-sweep-147,0.138629571679779,0.461047624206717,0.5094943058517310,0.6063866587121750,0.17670484300104300,0.49864878176960100
144,splendid-sweep-148,0.101885811539326,0.472016910899344,0.5191054465969130,0.6203035026958730,0.144169724054432,0.5073879194090060
145,rare-sweep-149,0.119493373836829,0.377897822685735,0.405160822615654,0.5846211504877460,0.16084976241800100,0.4034354738455760
146,tough-sweep-150,-0.0811389854221297,0.0338188513340416,0.050696167579424600,0.15610852149981400,-0.08526971847513100,0.048081261196814300
147,hearty-sweep-151,0.113954640319045,0.452793485440379,0.4879447944211760,0.571457251291651,0.15255243792929300,0.4690844753634560
148,sparkling-sweep-152,0.0368849095266908,0.0254322752734703,0.05882799792893960,0.15808993275546500,0.0426310729320176,0.039232139804871800
149,drawn-sweep-153,0.137870279025135,0.507980115469216,0.5499382509601090,0.6237089621716860,0.2059295108968580,0.5635962934993390
150,lucky-sweep-154,0.0579279650110823,0.0386125557335372,0.05359817470422610,0.1565595976132990,0.07900342847624560,0.04865953302166400
151,bright-sweep-155,0.095677044362696,0.0493978018070635,0.07050183823214620,0.16370716630964300,0.1204955489901530,0.06730057657440000
152,bright-sweep-156,-0.0290393001577034,0.0694871054873412,0.10484722239351500,0.2517250516770600,-0.011500360281509100,0.07186795570189290
153,decent-sweep-157,-0.0422306113294836,0.0012733097464242,0.004355867986485460,0.0055629449433808900,-0.0450938618051441,0.005074485049898970
154,stilted-sweep-158,0.0357239379548125,0.0049075652085005,0.014963972390644300,0.03491795280265670,0.04252674933089580,0.011050857814883800
155,scarlet-sweep-159,0.11674800403219,0.44970729983577,0.48063006106618700,0.55511665848359,0.14975325905276600,0.4563194765923610
156,hopeful-sweep-160,0.0908836514070046,0.170019506522091,0.19490281449508700,0.41949447370142600,0.10393843522628900,0.17393629490540900
157,decent-sweep-161,0.0031576582375521,0.315219510258949,0.08651124155997900,0.260327715097332,0.03667982021553690,0.32258616054192600
158,unique-sweep-162,0.10559521934446,0.336020007948836,0.3642639656891490,0.5781160756398840,0.13658063487089300,0.35717925862460900
159,amber-sweep-163,0.102783453487673,0.208845156196597,0.23232733720292200,0.5340716649438980,0.12765219854701300,0.2300788747994060
160,worldly-sweep-164,0.104150285605405,0.469768986921859,0.5115639455711450,0.5831312851103540,0.1519612690647830,0.4800500034443920
161,vibrant-sweep-165,-0.74597724186587,0.0730768797851215,0.11355663021667400,0.4927624304757040,-0.7546917747677390,0.0729409838414104
162,youthful-sweep-167,-0.0909439098283006,0.0144865566166528,0.028474797902309300,0.04597146426901720,-0.09328780763233140,0.030208236094945900
163,dulcet-sweep-168,0.104305381709736,0.388849709232704,0.4255917958480770,0.5194089132302200,0.1385496964873690,0.413110031422208
164,upbeat-sweep-169,0.0384626219338989,0.100239894741258,0.11442309388879000,0.33799764238713400,0.059046679908197800,0.095827438384712
165,silvery-sweep-170,0.125772987116698,0.495268452570448,0.5355448265379010,0.6288322531319250,0.1746655479695210,0.5348904474921050
166,rose-sweep-171,0.144306654491266,0.523433106467576,0.5677980714490880,0.643836898268068,0.18070322465529000,0.5716518031081480
167,ancient-sweep-172,-0.301912297417126,0.0014528246975924,0.005132008351403320,0.006063507281173390,-0.30910186015379400,0.005889679970928910
168,peach-sweep-173,-0.0260813651710561,0.0014693289494148,0.00471164841141003,0.005369611067720600,-0.02783436820792720,0.006708551631016910
169,sleek-sweep-174,-0.0082818796404914,0.0211194660737564,0.0366875385344802,0.11119131594766600,-0.00863577089403928,0.037538546569634700
170,exalted-sweep-175,0.070604902946421,0.416378244132498,0.3488507061461590,0.45034779396807400,0.10456265700651100,0.4072385164905510
171,crisp-sweep-176,0.0879781657544126,0.403452504402271,0.4270719114093030,0.49678585494472200,0.12216059902448100,0.41611117362833300
172,glowing-sweep-177,0.12915827211845,0.516286447317228,0.5635749954249930,0.6149040925653690,0.17295815795633400,0.5478081665469890
173,vivid-sweep-178,-0.0329484362522969,0.0180353639759082,0.05404339470970100,0.13264177389829800,-0.01810268556957800,0.036403599557989000
174,fancy-sweep-179,0.137350880670614,0.490270247447146,0.5223926377938190,0.6209166659733070,0.2002003173421600,0.538798887118316
175,smooth-sweep-180,0.127709984717703,0.489905464263405,0.5389047843803780,0.6048010776211350,0.1622190452885080,0.5261599570844400
176,daily-sweep-181,0.0903681656577903,0.18663046533917,0.21292674581616000,0.3618331931208400,0.118107473142682,0.18482136526629700
177,silvery-sweep-182,0.0462496550868941,0.212970864141209,0.2622854277241100,0.3346969770892460,0.09359320582460110,0.23115669246556400
178,driven-sweep-183,0.133102554480085,0.500561435346792,0.5471385334807050,0.6364770438255750,0.18087604572157500,0.5396285736060400
179,proud-sweep-184,-0.0593857329554581,0.322016432019612,0.3252838075026890,0.5362556153812580,-0.03173461763648310,0.32649390027944100
180,treasured-sweep-185,0.0562152435357179,0.0634344927704338,0.07775913785810360,0.19366369160903000,0.07910327515398720,0.0699482065628457
181,firm-sweep-186,0.0678349826183716,0.0694045788247169,0.08581618115635090,0.3486544199492230,0.0837361975475079,0.07731670691759990
182,different-sweep-187,-0.0628736647274862,0.0231401304933559,0.039668167770655300,0.06817129002937100,-0.06574782266533190,0.03620817766532270
183,volcanic-sweep-188,0.132941879688516,0.518596847912096,0.5496093795025050,0.6462539049978520,0.2414672749448830,0.5638013070570800
184,amber-sweep-189,0.129398155669657,0.425899931105285,0.459584544125708,0.6184420332361370,0.25746628350886600,0.47092529570595200
185,hopeful-sweep-190,0.087900617702247,0.153941023754984,0.1933667110589800,0.28148102843273100,0.10571572543813700,0.1664879580310800
186,tough-sweep-191,0.0299503325677575,0.0363557362763581,0.04635511195306110,0.10691927230825300,0.046380861726128900,0.03412162773893870
187,gallant-sweep-192,0.126538417402194,0.355609426913244,0.362002555333818,0.41641534284597500,0.1577317599535210,0.37006324388212800
188,skilled-sweep-193,0.0435154319078144,0.336636922432586,0.3808956649684210,0.467514725080632,0.07139953266135910,0.3639965489307470
189,wild-sweep-194,0.128391723945723,0.500533222728054,0.5541044138759700,0.6344604319229410,0.16427280836053300,0.5518551550831190
190,classic-sweep-195,-0.139454131750425,0.0274073662015387,0.04349176646866350,0.12303863858042600,-0.14471888615646800,0.04285988303692850
191,efficient-sweep-196,0.132531830053197,0.429836069602512,0.4652472664961780,0.5370594247909360,0.1865170981677070,0.4664197787736820
192,azure-sweep-197,0.0986684568472253,0.500051199486403,0.5403012185279060,0.6327814311322780,0.1487358526859240,0.5212012699541250
193,cosmic-sweep-198,-0.442445964267016,0.0263441494683201,0.041680265373848800,0.1192830888337930,-0.45145299666234000,0.04185246275960590
194,mild-sweep-199,0.0330209618736115,0.109486619397941,0.13330254234361600,0.43135349191579100,0.04748021245164890,0.1257621521051090
195,jolly-sweep-200,-0.0448075053169997,0.0601411768266885,0.07505031529926480,0.3332160630617320,-0.04835061127320770,0.06832557568529380
196,misunderstood-sweep-201,0.0628586001221622,0.0747623372935182,0.0990114832396079,0.4423767112946100,0.07760659613485360,0.09165879062513970
197,cosmic-sweep-202,0.123838784233769,0.327793455663688,0.3593823470907150,0.5692003297974640,0.16043487577062500,0.34867193205280200
198,dauntless-sweep-203,0.0861348933236699,0.27881496805894,0.30965530887226400,0.3641020786714680,0.12567660158980500,0.26087854951987000
199,curious-sweep-204,0.12903051050669,0.391284991539405,0.433281258704928,0.5983430259986250,0.18187831761514100,0.4391348493622390
200,noble-sweep-205,0.0889131870570331,0.07047773340522,0.09572004247377810,0.2668051018046960,0.10152040215082100,0.08596820814954170
201,resilient-sweep-206,0.0935637645445565,0.0522722656094541,0.07146675039415150,0.21969303728198900,0.11320256018682200,0.06671664282686850
202,daily-sweep-207,0.0526893788402589,0.0728491108086042,0.11401028848130200,0.38370944178518400,0.0724420753675159,0.10450647045189600
203,legendary-sweep-208,0.107344207661325,0.482016232951511,0.5189042833929390,0.5860709717101540,0.14419519898459100,0.49428548824045100
