2022-11-29 16:32:50,943 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:32:51,291 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:32:51,291 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:32:59,144 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:32:59,690 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:32:59,690 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:33:13,209 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:33:13,210 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:33:13,210 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:33:16,485 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:33:28,842 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:33:28,842 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:33:48,726 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:33:48,727 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:33:48,727 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:33:48,775 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:33:59,523 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:33:59,524 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:34:02,936 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:34:05,259 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:34:05,260 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:34:09,638 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:34:09,692 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:34:09,692 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:34:09,881 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:34:10,021 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:34:10,021 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:34:10,880 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:34:11,391 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:34:11,391 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
2022-11-29 16:34:48,887 INFO    MainThread:1234225 [wandb_init.py:_resume_backend():398] resuming backend
2022-11-29 16:34:48,887 INFO    MainThread:1234225 [wandb_init.py:_pause_backend():389] pausing backend
2022-11-29 16:34:48,888 INFO    MainThread:1234225 [jupyter.py:save_ipynb():378] not saving jupyter notebook
